Timestamp,UPN,AISolution,YearMonth,FileName,FolderCategory,FolderPath,SecondsToAI,NameMatchesSensitivePattern,FolderMatchesSensitive
2025-10-21T19:11:34Z,lena.mori@contoso.com,Microsoft 365 Copilot,2025-10,Budget_2026.xlsx,Desktop,C:/Users/lena.mori/Documents/Desktop,263,0,0
2025-12-25T11:35:09Z,bria.lee@contoso.com,Perplexity,2025-12,Specs.md,OneDrive,C:/Users/bria.lee/Documents/OneDrive,162,0,0
2026-06-11T00:18:04Z,zoey.frye@contoso.com,Perplexity,2026-06,Notes.docx,Desktop,C:/Users/zoey.frye/Documents/Desktop,296,0,0
2025-12-21T00:59:38Z,adam.gore@contoso.com,Microsoft 365 Copilot,2025-12,Headcount.xlsx,OneDrive,C:/Users/adam.gore/Documents/OneDrive,234,0,0
2025-11-23T02:47:13Z,lena.mori@contoso.com,Gemini,2025-11,Roadmap.pptx,Other,C:/Users/lena.mori/Documents/Other,19,0,0
2026-03-08T11:56:54Z,seth.vogt@contoso.com,ChatGPT,2026-03,Headcount.xlsx,SharePoint,C:/Users/seth.vogt/Documents/SharePoint,122,0,0
2026-02-15T07:24:48Z,ivan.petrov@contoso.com,Perplexity,2026-02,Specs.md,OneDrive,C:/Users/ivan.petrov/Documents/OneDrive,295,0,0
2025-12-01T11:14:56Z,dora.judd@contoso.com,Microsoft 365 Copilot,2025-12,Contract_v2.docx,Other,C:/Users/dora.judd/Documents/Other,143,0,1
2026-03-12T22:30:47Z,fern.lowe@contoso.com,DeepSeek,2026-03,Q3_Forecast.xlsx,OneDrive,C:/Users/fern.lowe/Documents/OneDrive,176,0,0
2026-05-13T22:46:31Z,fern.lowe@contoso.com,Midjourney,2026-05,Notes.docx,Other,C:/Users/fern.lowe/Documents/Other,222,0,0
2026-01-17T00:18:36Z,priya.rao@contoso.com,Claude,2026-01,NDA_Draft.docx,OneDrive,C:/Users/priya.rao/Documents/OneDrive,287,0,0
2025-10-11T16:34:10Z,iris.lund@contoso.com,DeepSeek,2025-10,Budget_2026.xlsx,SharePoint,C:/Users/iris.lund/Documents/SharePoint,47,1,0
2025-12-10T02:04:20Z,omar.said@contoso.com,Gemini,2025-12,Salary_Bands.xlsx,Other,C:/Users/omar.said/Documents/Other,221,0,0
2026-04-22T01:08:09Z,bria.lee@contoso.com,Microsoft 365 Copilot,2026-04,Notes.docx,Other,C:/Users/bria.lee/Documents/Other,235,0,0
2025-10-17T05:47:57Z,ella.hart@contoso.com,ChatGPT,2025-10,Contract_v2.docx,Downloads,C:/Users/ella.hart/Documents/Downloads,259,0,1
2025-12-26T02:53:33Z,kara.yost@contoso.com,Gemini,2025-12,Review.docx,Documents,C:/Users/kara.yost/Documents/Documents,36,0,0
2025-12-24T07:53:43Z,yuki.egan@contoso.com,Gemini,2025-12,Notes.docx,Downloads,C:/Users/yuki.egan/Documents/Downloads,15,0,0
2025-09-12T05:51:39Z,nora.hale@contoso.com,Perplexity,2025-09,Notes.docx,Documents,C:/Users/nora.hale/Documents/Documents,112,0,0
2026-06-22T15:58:49Z,sara.bell@contoso.com,DeepSeek,2026-06,NDA_Draft.docx,Desktop,C:/Users/sara.bell/Documents/Desktop,42,0,0
2026-01-13T09:00:55Z,bria.lee@contoso.com,Gemini,2026-01,Roadmap.pptx,Other,C:/Users/bria.lee/Documents/Other,235,0,0
2026-06-07T13:41:27Z,holly.otto@contoso.com,DeepSeek,2026-06,Roadmap.pptx,Other,C:/Users/holly.otto/Documents/Other,160,1,0
2025-09-20T03:35:21Z,kyle.brown@contoso.com,Midjourney,2025-09,Roadmap.pptx,SharePoint,C:/Users/kyle.brown/Documents/SharePoint,218,0,0
2025-11-22T09:03:27Z,gus.mata@contoso.com,DeepSeek,2025-11,Review.docx,Downloads,C:/Users/gus.mata/Documents/Downloads,234,0,0
2025-10-12T21:57:19Z,jack.tate@contoso.com,Claude,2025-10,Review.docx,Downloads,C:/Users/jack.tate/Documents/Downloads,103,0,0
2026-03-25T11:48:31Z,gwen.webb@contoso.com,Gemini,2026-03,Headcount.xlsx,Desktop,C:/Users/gwen.webb/Documents/Desktop,200,0,0
2025-10-04T23:48:11Z,jack.tate@contoso.com,GitHub Copilot,2025-10,Q3_Forecast.xlsx,Other,C:/Users/jack.tate/Documents/Other,291,0,0
2025-11-16T14:58:32Z,ella.hart@contoso.com,Midjourney,2025-11,Budget_2026.xlsx,Documents,C:/Users/ella.hart/Documents/Documents,21,1,0
2025-09-16T12:36:15Z,yuki.egan@contoso.com,ChatGPT,2025-09,Budget_2026.xlsx,Documents,C:/Users/yuki.egan/Documents/Documents,249,1,1
2026-04-10T16:11:03Z,ximena.dent@contoso.com,Claude,2026-04,Review.docx,SharePoint,C:/Users/ximena.dent/Documents/SharePoint,172,0,0
2026-01-24T11:10:54Z,seth.vogt@contoso.com,Claude,2026-01,NDA_Draft.docx,Other,C:/Users/seth.vogt/Documents/Other,113,0,1
